,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
CENTRAL,60,ETL.9460,60384,VALLEY SPRINGS #2,0; 320,016/297,Non-HFTD,2017,09/24/2017 02:13,No,140; 154; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 530; 535; 540,NO,No,9:39,09/24/2017 11:52,Equipment Failure,Conductor,"Relayed - 09/24/17, 0213 ValleySprings#2 relayed, tested NG; SUS Pardee PH Unit #2 (offline); weather clear; C-G fault 9.45 mi from Pardee Jct near pole 13/256, +/-1.0 mi; 0647 Pardee Jct to Harney Lane cleared due to ET-WD at pole 16/297; 0658 VS#2 energized; 1152 line restored normal",113622459,INT-10181,0,0,0,0.0000,0.000,0,"5,517,212",C-G, 013/256,YES
SOUTH,70,ETL.8980,70058,MENDOTA-SAN JOAQUIN-HELM,0,004/007-004/008,Non-HFTD,2017,09/25/2017 07:26,No,No,NO,No,10:59,09/25/2017 18:25,External Contact,Foreign object,"Relayed - 09/25/17, 0726 Mendota-SJ-Helm  (Helm to Adams-E Jct) relayed, tested NG; Adams E-Solar, Giffen & Buford PVs separated & Giffen tap de-energized; SUS Westland, Wesix & Giffen (CESO=389; CMIN=59,731); MOM Adams-E Solar; weather clear; multi-terminal line, C-G fault evolved to 3LG 0.1 mi from Wesix near 3/5 or 0.1 mi east from Adams E-Solar near 14/5, +/-2.5 mi; 0925 Helm to Adams-EJct tested OK restoring Wesix & Westlands; 0949 to 1825 Giffen tap cleared to replace downed pole 4/7, re-frame pole 4/8 & repair 3 phases ET-WD damaged by tractor; CAP ER=113612610",113612610,INT-10184,389,389,"59,731",0.0001,0.011,154,"5,517,212",A-B-C-G, 003/005,No
SOUTH,230,ETL.5110,20082,METCALF-MOSS LANDING #2,0; 505; 553; 558,058/249,Non-HFTD,2017,09/25/2017 19:35,No,530; 535; 540,NO,No,29:29,09/27/2017 01:04,Equipment Failure,Insulator-line,"Relayed - 09/25/17, 1935 Metcalf-ML#2 relayed, manually tested NG during switching to restore from sched work; weather clear; no customers interrupted; 3-phase fault; 09/26/17, 0047 Metcalf-Moss Landing #2-230kV line cleared to replace 3 failed insulators and repair ET-WD at 58/249; 09/27/17, 0104 line returned to service (delay in restoration due to need to complete scheduled relay work); small fire started & was extinguished quickly; CAP ER=113630089",113630089,INT-10186,0,0,0,0.0000,0.000,0,"5,517,212",A-B-C-G, 058/249,YES
CENTRAL,230,ETL.5070,20245,QUINTO SW STA-WESTLEY,0; 540,030/131-030/132,Non-HFTD,2017,09/30/2017 15:08,No,530; 535; 540,NO,No,32:30,10/01/2017 23:38,External Contact,Vandalism,"Relayed – 09/30/17, 1508 QuintoSS-Westley relayed, tested NG; no customers interrupted; weather clear; B-G fault 23 mi from QuintoSS near 028/140, +/-5 mi; fire in area; 1954 line cleared to repair one phase ET-WD bet towers 30/131-132 due to gunshot conductor; 10/01/17, 2338 line returned to service; CAP ER=113642191",113642191,INT-10207,0,0,0,0.0000,0.000,0,"5,517,212",B-G, 028/140,YES
SOUTH,70,ETL.8851,70114,MARICOPA-COPUS,0,"000/018, 001/019, 001/020,",Non-HFTD,2017,10/03/2017 17:48,No,No,NO,No,14:01,10/04/2017 07:49,Equipment Failure,Structure-line,"Relayed - 10/03/17, 1748 Maricopa-Copus relayed, tested NG; SUS Maricopa-W Solar (offline) & Gardner; MOM BasicSchool, Pentland & Copus (CEMO=206);  weather clear; 1813 BasicSchool Jct to Maricopa-W Jct returned to service restoring Maricopa-W Solar; B-G fault 1.20 mi from Maricopa near 001/024, +/-0.50 mi; 2122 Maricopa to Maricopa-W Jct cleared to replace downed poles 0/18, 1/19, 1/20, repair damaged pole 0/17 & ET-WD; due to high winds in area; small grass fire started & extinguished; 10/04/17, 0749 line returned to service; CAP ER=113662597",113662597,INT-10211,206,0,0,0.0000,0.000,0,"5,517,212",B-G, 001/024,YES
NORTH,60,ETL.6620,60054,COTTONWOOD #1,0; 246,C29/529,Non-HFTD,2017,10/08/2017 10:33,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,NO,No,8:50,10/08/2017 19:23,Tree,Tree failure,"Relayed - 10/08/17, 1033 Cottonwood#1 relayed, tested NG; SUS Gerber (CESO=1,801; CMIN=191,721) & Louisiana Pacific; weather clear, wind gusts to 45 mph in area; A-C-G fault (multi-terminal line) 4.28 mi from Gerber twd Los Molinos near C28/515 or near Corning near 13/279, +/- 1.0 mi; 1153 Gerber to Los Molinos Jct cleared to repair 2 spans ET-WD at C29/529 due to tree falling into line - Freeway Fire nearby; 1923 line returned to service",NONE,INT-10224,"1,801","1,801","191,721",0.0003,0.035,106,"5,517,212",A-C-G, C28/515,No
SOUTH,70,ETL.8650,70024,EXCHEQUER-YOSEMITE,0; 420; 450,012/039 & 013/040,Tier 2 - Elevated,2017,10/08/2017 11:12,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,NO,No,7:10,10/08/2017 18:22,External Contact,Vandalism,"Relayed - 10/08/17, 1112 Exchequer-Yosemite relayed, tested NG; SUS BearValley (CESO=2,534; CMIN=51,960), SaxonCreek, IndianFlat (603; 10,854), Yosemite & ArchRock weather clear; 1124 Mariposa to Yosemite section tested OK, restoring Saxon Creek, Indian Flat, Yosemite and Arch Rock; 1130 Mariposa to Bear Valley section tested OK, restoring Bear Valley; B-G fault 5.58 mi from ExchequerPH twd BearValley near 011/132, +/-2 mi; 1544 Exchequer to BearValleyJct cleared to repair ET-WD bet poles 12/39 & 13/40 caused by gunshot; 1822 line returned to service",NONE,INT-10225,"2,957","2,957","62,814",0.0005,0.011,21,"5,517,212",B-G, 011/132,No
NORTH,60,ETL.6660,60058,COTTONWOOD-RED BLUFF,0; 246,012/254,Tier 2 - Elevated,2017,10/08/2017 13:11,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,YES,No,14:54,10/09/2017 04:05,Disaster,Fire,"Relayed - 10/08/17, 1311 Cottonwood-RedBluff relayed, tested NG; no customers interrupted; windy; A-C evolved to A-G fault 11.41 mi from Cottonwood near 10/261, +/-1 mi; 1542 Cottonwood to RedBluffJct cleared to replace burnt pole 12/254 caused by grass fire in area & repair ET-WD; 10/09/17, 0405 line returned to service",NONE,INT-10228,0,0,0,0.0000,0.000,0,"5,517,212",A-G, 010/261,No
SOUTH,115,ETL.2140,10140,LIVE OAK-KERN OIL,0,007/087-007/088,Non-HFTD,2017,10/08/2017 22:54,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,NO,No,6:28,10/09/2017 05:22,Equipment Failure,Conductor,"Forced - 10/08/17, 2254 LiveOak-KernOil de-energized for safety due to arcing ET-WD bet poles 7/87-88 on Vedder Tap that may have ignited grass fire; SUS Vedder, Poso Mtn (CESO=389; CMIN=66,311) & Oxy Kern-Front; Oxy Kern-Front SW-145 failed to open via SCADA; 10/09/17, 0009 line energized up to open Oxy Kern-Front SW-145, restoring Oxy Kern-Front; 0026 Vedder Tap cleared to repair ET-WD bet 7/87-88; wire broke at end of armor rod, no dampeners installed; 0522 tap returned to service including installing 6 dampeners restoring PosoMtn & Vedder; broken 3/0 Aluminum conductor sent to ATS for testing; CAP ER=113703011",113703301,INT-10231,389,389,"66,311",0.0001,0.012,170,"5,517,212",NA,NA,YES
CENTRAL,230,ETL.4780,20047,GEYSERS #9-LAKEVILLE,0; 154; 175; 180,001/006,Tier 3 - Extreme,2017,10/08/2017 23:15,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,YES,No,237:06,10/18/2017 20:21,Weather,Wind,"Relayed - 10/08/17, 2315 Geysers#9-Lakeville relayed, did not test as designed; Geysers #13, #18, #19, #20, SonomaPP & Calistoga#19 separated; wind, fire near Oakmont-N; A-G fault 32.8 mi from Lakeville twd CastleRock Jct near 005/022, +/-5.0 mi; no trouble found however UG sect needs to inspection; no access issues reported; 10/18/17, 2021 line in service after re-attaching top phase conductor at twr 1/6",NONE,INT-10237,0,0,0,0.0000,0.000,0,"5,517,212",A-G, 005/022,No
NORTH,60,ETL.7810,60180,POTTER VALLEY-MENDOCINO,154; 162,000/008-001/000,Non-HFTD,2017,10/08/2017 23:33,YES,100; 105; 112; 113; 115; 120; 130; 140; 150; 154; 162; 165; 170; 175; 177; 180; 190; 230; 238; 241; 243; 244; 245; 246; 247; 248; 249; 250; 262; 280; 282; 285; 290; 293; 300; 305; 320; 330; 335; 340; 345; 348; 350; 354; 360; 370; 385; 400; 420; 450; 490; 500; 518; 520; 530; 535; 540; 553; 558,NO,No,63:24,10/11/2017 14:57,Tree,Tree failure,"Relayed - 10/08/17, 2333 PV-Mendo relayed, tested NG; no customers interrupted; winds, fire in area; B-C fault 0.4 mi from PV twd Mendo near 000/004, +/-0.5 mi; PV PH forced to evacuate due to fire; PG&E Meteorology determined winds 40-50 mph at time of relay; 10/11/17, 1457 line in service after replacing ET-WD bet poles 0/8 & 1/0 due to broken tree rooted 60' from line; CAL FIRE took part of downed conductor",NONE,INT-10235,0,0,0,0.0000,0.000,0,"5,517,212",B-C, 000/004,No
CENTRAL,60,ETL.6890,60083,FULTON-HOPLAND,0; 154; 180,028/009,Tier 3 - Extreme,2017,10/09/2017 02:01,YES,154; 180,YES,No,110:13,10/13/2017 16:14,Disaster,Fire,"Relayed - 10/09/17, 0201 Fulton-Hopland relayed, tested OK, remained open-ended at Hopland due to several earlier relays; no customers interrupted; winds, fire in area; B-C fault 30.6 mi from Fulton twd Hopland near 030/009, +/-3.0 mi; 1312 Hopland to CloverdaleJct forced out to repair burnt open jumper at 28/9; 10/11/17, 0806 line energized & available for service after repairing ET-WD at 28/9 & remains open ended at Hopland per O.E. request; 10/13/17, 1614 Hopland CB-22 returned to service",NONE,INT-10248,0,0,0,0.0000,0.000,0,"5,517,212",B-C, 030/009,No
CENTRAL,60,ETL.8180,60218,TULUCAY-NAPA #1,0; 180,T002/008 & T002/009,Tier 2 - Elevated,2017,10/12/2017 07:40,No,180,YES,No,129:08,10/17/2017 16:48,Disaster,Fire,"Relayed - 10/12/17, 0740 Tulucay-Napa#1 (Tulucay to TulucayJct) relayed, did not test due to CBs on manual; SUS CordeliaPumps; Cordelia 60/12kV BK4 offloaded b/4 outage so no customers affected out of BK4; weather clear, fire in area; A-G fault 3.09 mi from Tulucay near 003/001, +/-1.0 mi; 1215 TulucayJct to Napa cleared to replace burnt poles 8/0, 8/2, 8/4 & 8/6; 1242 Tulucay-TulucayJct-Cordelia#1 cleared to replace downed poles T002/008 & T002/009 due to fire; 10/13/17, 2039 Tulucay to TulucayJct energized restoring ET to Cordelia Pumps; 10/17/17, 1648 Tulucay-Napa#1 returned to service",NONE,T17-014835,0,0,0,0.0000,0.000,0,"5,517,212",A-G, 003/001,No
SOUTH,70,ETL.8700,70029,GATES-TULARE LAKE,0,009/009,Non-HFTD,2017,10/20/2017 09:06,YES,No,NO,No,19:53,10/21/2017 04:59,Contamination,Animal waste,"Relayed - 10/20/17, 0906 Gates-TL relayed, tested NG (declared MED); AvenalPark, SandDrag, SunCity separated; SUS ChevronKettleman, Avenal (CESO=1,947; CMIN=393,294) & KettlemanHills (1,039; 209,878); wind, rain; multi-terminal line, A-B-C fault 1.7 mi from AvenalJct twd TulareLake near 9/6 or 2.4 mi AvenalJct twd Avenal near 2/5 or 0.03 mi from KH near 0/13, +/-2.5 mi; 1228 Gates to AvenalJct manually tested OK restoring Avenal, AvenalPark, SandDrag, SunCity & KH; 1238 AvenalPark paralleled; 1244 SunCity & SandDrag paralleled; 1439 TL to ChevronKettlemanJct returned to service restoring Chevron-K; 1608 ChevronKettlemanJct to AvenalJct cleared to replace fire damaged pole 9/9 & associated ET-WD; 10/21/17, 0459 line returned to service; cause of fire Kettleman Hills 1101 under build with bird's nest that caught  fire due to rain & broke pole at the 12kV level, 70KV came down to ground; CAP ER=113754176",113754176,INT-10298,"2,986","2,986","603,172",0.0005,0.109,202,"5,517,212",A-B-C, 009/006,YES
NORTH,60,ETL.6150,60001,ALMENDRA JCT-NICOLAUS,0,010/208,Non-HFTD,2017,10/31/2017 18:56,No,No,NO,No,17:14,11/01/2017 12:10,External Contact,Car pole,"Relayed - 10/31/17, 1856 AlmendraJct-Nicolaus relayed, tested NG; SUS Tudor (CESO=611; CMIN=114,546) & Barry (CESO=1,061; CMIN=175,065); weather clear; A-B-C fault 14.9 mi from E-Nicolaus near 009/208, +/-1 mi; ET & ED WD; 2055 E-Nicolaus to Tudor tested OK restoring Tudor; 2119 Tudor to Barry cleared; 2141 Almendra Jct to Barry tested OK restoring Barry; 11/01/17, 1210 Tudor to Barry normal after replacing car-damaged pole 10/208 & re-tie of conductor",113782769,INT-10324,"1,672","1,672","289,611",0.0003,0.052,173,"5,517,212",A-B-C, 009/208,YES
SOUTH,70,ETL.8670,70122,JAYNE SW STA-COALINGA #1,0,"008/012, 008/013 & 008/014",Non-HFTD,2017,11/04/2017 14:53,No,No,NO,No,21:58,11/05/2017 12:51,External Contact,Car pole,"Relayed - 11/04/17, 1453  JaneSS-Coalinga#1 relayed, tested NG; SUS Jacalito; weather overcast; multi-terminal line, B-C-G evolved to A-B-C fault 1.6 mi near 8/6 or 0.1 mi from Jacalito near N/A (no info in GIS about tap), +/-2 mi; 1627 JayneSS-JacalitoJct energized restoring Jacalitio; 1748 Coalinga#1-JacalitoJct cleared to replace downed poles 8/12, 8/13 & 8/14 & reframe 8/15 caused by car pole; 11/05/17, 1251 line normal; CAP ER=113788380",113788380,INT-10347,1,0,0,0.0000,0.000,0,"5,517,212",A-B-C, 008/006,No
CENTRAL,500,ETL.6140,50021,VACA-TESLA,0,032/133-032/136,Non-HFTD,2017,11/05/2017 22:33,No,No,NO,No,51:23,11/08/2017 01:56,Equipment Failure,Structure-line,"Relayed - 11/05/17, 2233 Vaca-Tesla 500kV relayed, tested NG; no customers interrupted; weather clear; RAS imitated as designed-Tracy shunt CAPs PT8B & PT10B inserted; ButtValley PH, Caribou#1 PH Units #2&#3 separated on the trouble; C-G fault 32.3 mi from VacaDixon near 32/134, +/-1 mi; COI limited to 600MW n2s & 3,300MW s2n; 2234 Caribou #1 PH Unit #2 paralleled; 2244 Tracy shunt CAPs PT8B & PT10B removed; 11/06/17,  0658 line cleared to repair damaged twr arms & ET-WD bet towers 32/133-136; 11/08/17 0156 line returned to service; CAP ER=113797063",113797063,INT-10352,0,0,0,0.0000,0.000,0,"5,517,212",C-G, 032/134,No
NORTH,60,ETL.6220,60010,BRIDGEVILLE-GARBERVILLE,0; 105; 120,001/008-001/009,Tier 3 - Extreme,2017,11/06/2017 13:58,No,No,NO,No,8:44,11/06/2017 22:42,External Contact,Foreign object,"Relayed - 11/06/17, 1358 Bridgeville-Garberville relayed, tested NG; SUS Fruitland (CESO=1,155; CMIN=196,800) & FtSeward (CESO=337; CMIN=3,370); weather clear; 1402 Bridgeville to FtSewardJct manually tested NG; 1405 Garberville to FruitlandJct manually tested NG; 1407 Bridgeville to FruitlandJct manually tested NG; 1408 Garberville to FruitlandJct manually tested OK restoring FtSeward; 1411 Bridgeville to FruitlandJct manually tested OK; 1802 Fruitland tap cleared to remove tree from line & repair ET-WD bet poles 1/8-9; 1900 Fruitland customers restored via ED back-ties; 2242 Fruitland tap returned to service",113795814,INT-10354,"1,492","1,492","200,170",0.0003,0.036,134,"5,517,212",NA,NA,No
SOUTH,70,ETL.8550,70113,CARUTHERS-LEMOORE NAS-CAMDEN,0,048/018,Non-HFTD,2017,11/08/2017 06:49,No,No,NO,No,6:12,11/08/2017 13:01,External Contact,Car pole,"Relayed - 11/08/17, 0649 Caruthers-LemooreNAS-Camden relayed, tested NG; no customers interrupted (actually Henrietta 1110 de-energized when 70kV fell across it, CESO=76; CMIN=15,010); weather overcast; multi-terminal line, A-G fault 4.0 mi from CamdenJct twd LemooreNAS near structure :48/2 or 4.0 mi CamdenJct twd Camden near 15/13, +/-2.5 mi (some fault impedance); 0840 Lemoore NAS JCT to Camden JCT sectionalized to repair one phase of ET-WD caused by car accident at pole 48/18",113794873,INT-10356,76,76,"15,010",0.0000,0.003,198,"5,517,212",A-G, 048/002,No
NORTH,60,ETL.7080,60103,HUMBOLDT BAY-HUMBOLDT #1,0,005/007-005/008,Non-HFTD,2017,11/15/2017 18:24,No,No,NO,No,8:52,11/16/2017 03:16,Tree,Tree failure,"Relayed - 11/15/17, 1824 HumboldtBay-Humboldt#1 60kV relayed, tested NG; no customers interrupted; rain; A-G fault 1.8 mi from Humboldt twd Humboldt Bay near 006/004, +/-1 mi; 2140 Humboldt to HumboldtJCT cleared to repair broken xarm at pole 005/008 & ET wire down bet 005/007-008; caused by tree limb in line at pole 005/008 (per VM, 60” diameter redwood tree, 115’ tall had a 40’ limb from tree top fail; tree is 30’ off of 60kV & VM will work tree to preclude further problems); 11/16/17, 0316 Humboldt to HumboldtJCT returned to service after reframing pole 005/008 & repairing center phase downed conductor",113870843,INT-10376,0,0,0,0.0000,0.000,0,"5,517,212",A-G, 006/004,No
CENTRAL,115,ETL.1400,10053,DONNELLS-CURTIS,348; 370,002/006-002/007,Tier 3 - Extreme,2017,12/03/2017 21:24,No,448; 510; 512; 585; 586; 588; 651; 652; 666,NO,No,42:42,12/05/2017 16:06,Equipment Failure,Connector/ hardware,"Relayed - 12/03/17, 2124 (Aware Time= 12/04/17, 0740) Donnells-Curtis open-ended after Donnells PH CB-122 relayed due to A-phase ET-WD bet Beardsley JCT SW-137 & Donnells PH; SUS Donnells PH; apparent sleeve failure which will be sent to ATS for analysis; 12/05/17, 1606 Donnells PH to Beardsley JCT returned to service, replaced sleeve & re-strung downed conductor bet poles 02/06-07",NONE,INT-10416,1,0,0,0.0000,0.000,0,"5,517,212",NA,NA,No
NORTH,60,ETL.6470,60038,COLGATE-ALLEGHANY,330; 350,008/233-008/234,Tier 3 - Extreme,2017,12/04/2017 09:55,YES,No,NO,No,10:39,12/04/2017 20:34,Tree,Tree failure,"Relayed - 12/04/17, 0955 Colgate-Alleghany relayed, tested NG; SUS ColumbiaHill (CESO=1,140; CMIN=277,665), PikeCity (438; 279,444) & Alleghany (1,236; 557,040); weather cloudy; 0959 Colgate-CH manually tested OK, restoring CH; no ED back ties available; personnel being sent to start up local gen to restore Alleghany, ETA 1 hr; B-C-G fault 2.6 mi from CH twd PC near 007/202, +/-2 mi; 1355 to 1834 CH-Alleghany cleared to repair ET-WD bet poles 8/233-234 due to tree failure; 2034 CH-Allegheny returned to service restoring PC & Alleghany",NONE,INT-10418,"2,814","2,814","1,114,149",0.0005,0.202,396,"5,517,212",B-C-G, 007/202,No
SOUTH,70,ETL.8840,70044,KEARNEY-KERMAN,0,003/006-003/007,Non-HFTD,2017,12/14/2017 06:51,No,No,NO,No,6:55,12/14/2017 13:46,External Contact,Vandalism,"Relayed - 12/14/17, 0651 Kearney-Kerman open-ended after Kerman CB-42 tripped, did not reclose by autos; SUS Kerman#2-70/12kV xfmr (CESO=8,565; CMIN=761,668) due to ongoing work at Kerman to install new SW-85 & peripheral board on BK1 (TAFW #T17-003661); weather clear; 0928 Kerman CB-52 closed energizing Kerman 70kV bus & restoring Kerman#2-70/12kV xfmr; 1021 to 1346 Fresno Waste Water to Kerman cleared to repair 1 phase of gunshot damaged & 1 phase of ET-WD bet 3/6-7; CAP ER=114105882",114105882,INT-10453,"8,565","8,565","761,668",0.0016,0.138,89,"5,517,212",NA,NA,No
SOUTH,70,ETL.9000,70060,MERCED #1,0,007/003-007/004,Non-HFTD,2017,12/20/2017 19:22,No,No,NO,No,7:02,12/21/2017 02:24,Equipment Failure,Conductor,"Relayed - 12/20/17, 1922 Merced#1 relayed, manually tested NG; SUS ElNido Biomass; weather clear; C-G fault 6.5 mi from Merced near 006/006, +/-4 mi; 2214 line cleared to repair 1 phase of ET-WD bet poles 7/3-4 also wrapped around ElNido 1104 (CESO=470; CMIN=85,091); 12/21, 0224 line normal; CAP ER=114120620",114120620,INT-10474,470,470,"85,091",0.0001,0.015,181,"5,517,212",C-G, 006/006,No
NORTH,115,ETL.1110,10018,BRIDGEVILLE-COTTONWOOD,0; 120; 130; 230; 238; 245; 246,046/357-046/358,Tier 2 - Elevated,2017,12/22/2017 08:45,No,448; 586; 588; 651; 652; 666,NO,No,15:31,12/23/2017 00:16,Equipment Failure,Conductor,"Relayed - 12/22/17, 0845 Bridgeville-Cottonwood relayed, did not test; SUS LowGap (CESO=745; CMIN=19,370), Wildwood (146; 22,776) & ForestGlen; light snow; 0851 line manually tested NG; 0911 Bridgeville to LowGap tested OK restoring Low Gap; 1121 Cottonwood to Wildwood tested OK restoring Wildwood; C-G fault 5.3 mi from Wildwood to ForestGlen near 047/360, +/-1 mi; 1124 Wildwood to Forest Glen cleared to repair ET-WD near pole 46/357; 12/23/17, 0009 Wildwood to Forest Glen tested OK restoring ForestGlen after replacing 200' of single phase conductor & installing 2 new wire press sleeves bet poles 46/357-358; 0016 line normal",NONE,INT-10480,891,891,"42,146",0.0002,0.008,47,"5,517,212",C-G, 047/360,No
CENTRAL,115,ETL.4010,10337,TESLA-STOCKTON COGEN JCT,0,014/005-014/006 & 014/006-014/007,Non-HFTD,2018,01/05/2018 17:53,No,No,NO,No,26:04,01/06/2018 19:57,Equipment Failure,Structure-line,"Relayed - 01/05/18, 1753 Tesla-StocktonCogen JCT relayed, tested NG; SUS ThermalEnergy (offline), Ripon Cogen (offline) & Tesla Motors; weather cloudy; A-G & C-G fault 10.4 mi from Tesla near 10/9, +/-2.0 mi; 2029 Stockton Cogen to Tesla Motors JCT returned to service restoring Tesla Motors; 2123 Tesla to LammersRd returned to service restoring Thermal Energy; 2216 LammersRd to Tesla Motors JCT cleared to repair downed pole 14/6 in wet & difficult to access area; 01/06/18, 1957 line returned to normal service restoring Ripon Cogen after replacing broken pole 014/006 & 2 phases of ET-WD bet poles 014/005-006 & 014/006-007; CAP ER=114176020",114176020,INT-10501,1,0,0,0.0000,0.000,0,"5,548,929",C-G,010/009,No
SOUTH,115,ETL.1370,10050,DIVIDE-CABRILLO #2,0; 512,004/061,Non-HFTD,2018,01/09/2018 19:29,No,No,NO,No,19:18,01/10/2018 14:47,Equipment Failure,Structure-line,"Relayed - 01/09/18, 1929 Divide-Cabrillo#2 relayed, tested NG; SUS Purisima (CESO=3,210; CMIN=194,273) & Manville; MOM City of Lompoc; rain; personnel on the way to xfr Purisma (ETA 1 hr) to its alt source as there is no SCADA, this will be a manual operation; B-C fault 2.5 mi from CCC Cabrillo Sub near 4/57, +/-1.0 mi; 2149 Purisima restored via alt source; Manville to remain out until tap restored; 01/10/18, 0055 to 1447 Manville Tap cleared to replace rotten pole 4/61 (last treated in 2014) & 2 phases of ET-WD CAP ER=114196571  ",114196571,INT-10521,"3,210","3,210","194,273",0.0006,0.035,61,"5,548,929",B-C,004/057,No
SOUTH,70,ETL.8980,70058,MENDOTA-SAN JOAQUIN-HELM,0,004/008-004/009,Non-HFTD,2018,01/26/2018 09:55,No,No,NO,No,10:51,01/26/2018 20:46,Equipment Failure,Connector/ hardware,"Relayed - 01/26/18, 0955 Mendota-SJ-Helm relayed, tested NG; SUS MendotaBiomass, Cal-Renew Solar, Adams E-Solar, Westland, Wesix, Giffen (CESO=390; CMIN=52,618), Giffen PV & Burford PV; weather clear; 1006 Helm to AdamsEastJct manually tested NG; 1007 Mendota to AdamsEastJct returned to service restoring MendotaBiomass, Cal-Renew Solar & AdamsE-Solar; 1141 Helm to AdamsEastJct returned to service restoring Westland & Wesix; B-G (multi-terminal line) fault 0.5 mi north from Giffen on Giffen Tap near 4/6 or 0.1 mi from LevisJct twd GiffenJct near 14/6 or 1.3 mi from Westlands twd WESIX near 2/4, +/-2 mi; 1147 to 1605 Giffen tap cleared to repair ET-WD bet poles 4/8-9; 1611 Giffen & Giffen PV restored; 1644 Giffen-Burford forced out due to NG lightning arrestor at Giffen SW-7435; 2046 line returned to service after crew cut lightning arrestor in the clear restoring Burford PV; CAP ER=114253569",114253569,INT-10627,390,390,"52,618",0.0001,0.009,135,"5,548,929",B-G,004/006,No
SOUTH,70,ETL.9020,70062,ORO LOMA-CANAL #1,0,012/018-013/001 ,Non-HFTD,2018,02/14/2018 22:39,No,No,NO,No,9:13,02/15/2018 07:52,Tree,Tree failure,"Relayed - 02/14/18, 2239 Oro Loma-Canal #1 relayed, tested NG. 2240 Canal to Santa Rita JCT tested OK; MOM Santa Rita (CEMO=906); SUS Dos Palos (CESO=2,140; CMIN=25,680); wind; 2252 Oro Loma to Dos Palos JCT manually tested OK restoring Dos Palos (thanks to SCADA installation on SWs 57 & 59 completed last December); A-C-G fault 11.38 mi from Oro Loma near 012/014, +/-0.5 mi; ET-WD (center phase, 3/0 Al) mid-span bet poles 12/18 & 13/1 caused by eucalyptus tree failure; 02/15/18, 0752 line normal; CAP ER=114313507",114313507,INT-10660,"3,046","2,140","25,680",0.0004,0.005,12,"5,548,929",A-C-G,012/014,No
